run_id,protocol,mode,rate19,loss19,rate20,loss20,rate21,loss21,block_k,repeat_index,sender_returncode,receiver_returncode,transfer_time,received_wire_bytes,receiver_wire_throughput_mbps,application_goodput_mbps,expected_total_bytes,reconstructed_source_bytes,missing_packet_count,packet_loss_rate,recovery_rate,residual_loss_rate,block_success_rate,file_complete,continuity_check,sender_log,receiver_log
1,tcp,single,30mbit,0%,30mbit,0%,30mbit,0%,,1,0,0,32.44,116389364,28.7,28.7,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-1_receiver.log
2,tcp,single,30mbit,0%,30mbit,0%,30mbit,0%,,2,0,0,32.44,116389364,28.7,28.7,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-2_receiver.log
3,tcp,single,30mbit,0%,30mbit,0%,30mbit,0%,,3,0,0,32.44,116389364,28.7,28.7,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-3_receiver.log
4,tcp,multi,10mbit,0%,10mbit,0%,10mbit,0%,,1,0,0,32.43,116389364,28.71,28.71,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-1_receiver.log
5,tcp,multi,10mbit,0%,10mbit,0%,10mbit,0%,,2,0,0,32.43,116389364,28.71,28.71,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-2_receiver.log
6,tcp,multi,10mbit,0%,10mbit,0%,10mbit,0%,,3,0,0,32.43,116389364,28.71,28.71,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-3_receiver.log
7,tcp,single,30mbit,3%,30mbit,3%,30mbit,3%,,1,0,0,69.22,116389364,13.45,13.45,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-1_receiver.log
8,tcp,single,30mbit,3%,30mbit,3%,30mbit,3%,,2,0,0,74.22,116389364,12.55,12.55,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-2_receiver.log
9,tcp,single,30mbit,3%,30mbit,3%,30mbit,3%,,3,0,0,70.71,116389364,13.17,13.17,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-3_receiver.log
10,tcp,multi,10mbit,3%,10mbit,3%,10mbit,3%,,1,0,0,39.16,116389364,23.78,23.78,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-1_receiver.log
11,tcp,multi,10mbit,3%,10mbit,3%,10mbit,3%,,2,0,0,40.49,116389364,23.0,23.0,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-2_receiver.log
12,tcp,multi,10mbit,3%,10mbit,3%,10mbit,3%,,3,0,0,41.73,116389364,22.31,22.31,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-3_receiver.log
13,tcp,single,30mbit,5%,30mbit,5%,30mbit,5%,,1,0,0,197.52,116389364,4.71,4.71,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-1_receiver.log
14,tcp,single,30mbit,5%,30mbit,5%,30mbit,5%,,2,0,0,217.27,116389364,4.29,4.29,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-2_receiver.log
15,tcp,single,30mbit,5%,30mbit,5%,30mbit,5%,,3,0,0,194.46,116389364,4.79,4.79,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-3_receiver.log
16,tcp,multi,10mbit,5%,10mbit,5%,10mbit,5%,,1,0,0,81.25,116389364,11.46,11.46,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-1_receiver.log
17,tcp,multi,10mbit,5%,10mbit,5%,10mbit,5%,,2,0,0,81.14,116389364,11.48,11.48,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-2_receiver.log
18,tcp,multi,10mbit,5%,10mbit,5%,10mbit,5%,,3,0,0,78.11,116389364,11.92,11.92,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-3_receiver.log
19,tcp,single,30mbit,10%,30mbit,10%,30mbit,10%,,1,0,0,1048.89,116389364,0.89,0.89,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-1_receiver.log
20,tcp,single,30mbit,10%,30mbit,10%,30mbit,10%,,2,0,0,1054.51,116389364,0.88,0.88,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-2_receiver.log
21,tcp,single,30mbit,10%,30mbit,10%,30mbit,10%,,3,0,0,1086.02,116389364,0.86,0.86,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-3_receiver.log
22,tcp,multi,10mbit,10%,10mbit,10%,10mbit,10%,,1,0,0,404.81,116389364,2.3,2.3,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-1_receiver.log
23,tcp,multi,10mbit,10%,10mbit,10%,10mbit,10%,,2,0,0,403.82,116389364,2.31,2.31,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-2_receiver.log
24,tcp,multi,10mbit,10%,10mbit,10%,10mbit,10%,,3,0,0,392.18,116389364,2.37,2.37,116389364,116389364,,,,,,Yes,continuous,/home/fyp1/Downloads/logs/tcp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/tcp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-3_receiver.log
25,udp,single,30mbit,0%,30mbit,0%,30mbit,0%,,1,0,0,32.55,117692626,28.92,22.13,,90039600,284,0.2928,,,,,"gap at offset 90039600, next packet offset is 90141600",/home/fyp1/Downloads/logs/udp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-1_receiver.log
26,udp,single,30mbit,0%,30mbit,0%,30mbit,0%,,2,0,0,32.55,118007829,29.0,20.88,,84951600,25,0.0258,,,,,"gap at offset 84951600, next packet offset is 84981600",/home/fyp1/Downloads/logs/udp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-2_receiver.log
27,udp,single,30mbit,0%,30mbit,0%,30mbit,0%,,3,0,0,32.55,118038254,29.01,28.6,,116389364,0,0.0,,,,,continuous,/home/fyp1/Downloads/logs/udp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-0%_l20-0%_l21-0%_bk-na_rep-3_receiver.log
28,udp,multi,10mbit,0%,10mbit,0%,10mbit,0%,,1,0,0,32.54,118038306,29.02,28.62,,116389364,0,0.0,,,,,continuous,/home/fyp1/Downloads/logs/udp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-1_receiver.log
29,udp,multi,10mbit,0%,10mbit,0%,10mbit,0%,,2,0,0,32.54,118038306,29.02,28.62,,116389364,0,0.0,,,,,continuous,/home/fyp1/Downloads/logs/udp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-2_receiver.log
30,udp,multi,10mbit,0%,10mbit,0%,10mbit,0%,,3,0,0,32.54,118038306,29.02,28.62,,116389364,0,0.0,,,,,continuous,/home/fyp1/Downloads/logs/udp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-0%_l20-0%_l21-0%_bk-na_rep-3_receiver.log
31,udp,single,30mbit,3%,30mbit,3%,30mbit,3%,,1,0,0,31.57,111031804,28.13,0.0,,10800,5758,5.9366,,,,,"gap at offset 10800, next packet offset is 12000",/home/fyp1/Downloads/logs/udp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-1_receiver.log
32,udp,single,30mbit,3%,30mbit,3%,30mbit,3%,,2,0,0,31.59,111182893,28.15,0.01,,20400,5633,5.8077,,,,,"gap at offset 20400, next packet offset is 21600",/home/fyp1/Downloads/logs/udp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-2_receiver.log
33,udp,single,30mbit,3%,30mbit,3%,30mbit,3%,,3,0,0,31.57,111040504,28.14,0.0,,0,5750,5.9283,,,,,"gap at offset 0, next packet offset is 1200",/home/fyp1/Downloads/logs/udp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-3%_l20-3%_l21-3%_bk-na_rep-3_receiver.log
34,udp,multi,10mbit,3%,10mbit,3%,10mbit,3%,,1,0,0,31.61,111170758,28.13,0.0,,18000,5643,5.818,,,,,"gap at offset 18000, next packet offset is 19200",/home/fyp1/Downloads/logs/udp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-1_receiver.log
35,udp,multi,10mbit,3%,10mbit,3%,10mbit,3%,,2,0,0,31.58,111052723,28.13,0.0,,12000,5740,5.918,,,,,"gap at offset 12000, next packet offset is 13200",/home/fyp1/Downloads/logs/udp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-2_receiver.log
36,udp,multi,10mbit,3%,10mbit,3%,10mbit,3%,,3,0,0,31.59,111170775,28.15,0.0,,9600,5643,5.818,,,,,"gap at offset 9600, next packet offset is 10800",/home/fyp1/Downloads/logs/udp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-3%_l20-3%_l21-3%_bk-na_rep-3_receiver.log
37,udp,single,30mbit,5%,30mbit,5%,30mbit,5%,,1,0,0,30.86,106335582,27.57,0.0,,2400,9616,9.9142,,,,,"gap at offset 2400, next packet offset is 3600",/home/fyp1/Downloads/logs/udp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-1_receiver.log
38,udp,single,30mbit,5%,30mbit,5%,30mbit,5%,,2,0,0,,,,,,,,,,,,,,/home/fyp1/Downloads/logs/udp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-2_receiver.log
39,udp,single,30mbit,5%,30mbit,5%,30mbit,5%,,3,0,0,0.0,0,0.0,0.0,,0,0,0.0,,,,,continuous,/home/fyp1/Downloads/logs/udp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-5%_l20-5%_l21-5%_bk-na_rep-3_receiver.log
40,udp,multi,10mbit,5%,10mbit,5%,10mbit,5%,,1,0,0,30.95,106437862,27.51,0.0,,8400,9532,9.8276,,,,,"gap at offset 8400, next packet offset is 9600",/home/fyp1/Downloads/logs/udp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-1_receiver.log
41,udp,multi,10mbit,5%,10mbit,5%,10mbit,5%,,2,0,0,30.94,106380657,27.51,0.0,,2400,9579,9.8761,,,,,"gap at offset 2400, next packet offset is 3600",/home/fyp1/Downloads/logs/udp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-2_receiver.log
42,udp,multi,10mbit,5%,10mbit,5%,10mbit,5%,,3,0,0,30.93,106303992,27.5,0.0,,2400,9642,9.941,,,,,"gap at offset 2400, next packet offset is 3600",/home/fyp1/Downloads/logs/udp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-5%_l20-5%_l21-5%_bk-na_rep-3_receiver.log
43,udp,single,30mbit,10%,30mbit,10%,30mbit,10%,,1,0,0,,,,,,,,,,,,,,/home/fyp1/Downloads/logs/udp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-1_receiver.log
44,udp,single,30mbit,10%,30mbit,10%,30mbit,10%,,2,0,0,0.0,0,0.0,0.0,,0,0,0.0,,,,,continuous,/home/fyp1/Downloads/logs/udp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-2_receiver.log
45,udp,single,30mbit,10%,30mbit,10%,30mbit,10%,,3,0,0,29.32,95560264,26.07,0.0,,4800,18470,19.0428,,,,,"gap at offset 4800, next packet offset is 6000",/home/fyp1/Downloads/logs/udp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_single_l19-10%_l20-10%_l21-10%_bk-na_rep-3_receiver.log
46,udp,multi,10mbit,10%,10mbit,10%,10mbit,10%,,1,0,0,29.36,95610032,26.05,0.0,,2400,18430,19.0016,,,,,"gap at offset 2400, next packet offset is 3600",/home/fyp1/Downloads/logs/udp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-1_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-1_receiver.log
47,udp,multi,10mbit,10%,10mbit,10%,10mbit,10%,,2,0,0,29.29,95608987,26.11,0.0,,1200,18430,19.0016,,,,,"gap at offset 1200, next packet offset is 2400",/home/fyp1/Downloads/logs/udp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-2_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-2_receiver.log
48,udp,multi,10mbit,10%,10mbit,10%,10mbit,10%,,3,0,0,29.3,95413039,26.05,0.0,,6000,18591,19.1676,,,,,"gap at offset 6000, next packet offset is 7200",/home/fyp1/Downloads/logs/udp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-3_sender.log,/home/fyp1/Downloads/logs/udp_multi_l19-10%_l20-10%_l21-10%_bk-na_rep-3_receiver.log
49,fec,single,30mbit,0%,30mbit,0%,30mbit,0%,4,1,0,0,41.1,148413946,28.89,22.58,,,,,0.33,0.31,99.68,,"gap at offset 67375200, next packet offset is 67380000",/home/fyp1/Downloads/logs/fec_single_l19-0%_l20-0%_l21-0%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-0%_l20-0%_l21-0%_bk-4_rep-1_receiver.log
50,fec,single,30mbit,0%,30mbit,0%,30mbit,0%,4,2,0,0,41.1,148881814,28.98,22.65,,,,,100.0,0.0,100.0,,continuous,/home/fyp1/Downloads/logs/fec_single_l19-0%_l20-0%_l21-0%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-0%_l20-0%_l21-0%_bk-4_rep-2_receiver.log
51,fec,single,30mbit,0%,30mbit,0%,30mbit,0%,4,3,0,0,41.1,148881814,28.98,22.66,,,,,100.0,0.0,100.0,,continuous,/home/fyp1/Downloads/logs/fec_single_l19-0%_l20-0%_l21-0%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-0%_l20-0%_l21-0%_bk-4_rep-3_receiver.log
52,fec,multi,10mbit,0%,10mbit,0%,10mbit,0%,4,1,0,0,41.19,148882074,28.92,22.61,,,,,100.0,0.0,100.0,,continuous,/home/fyp1/Downloads/logs/fec_multi_l19-0%_l20-0%_l21-0%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-0%_l20-0%_l21-0%_bk-4_rep-1_receiver.log
53,fec,multi,10mbit,0%,10mbit,0%,10mbit,0%,4,2,0,0,41.19,148882074,28.92,22.61,,,,,100.0,0.0,100.0,,continuous,/home/fyp1/Downloads/logs/fec_multi_l19-0%_l20-0%_l21-0%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-0%_l20-0%_l21-0%_bk-4_rep-2_receiver.log
54,fec,multi,10mbit,0%,10mbit,0%,10mbit,0%,4,3,0,0,41.19,148882074,28.92,22.61,,,,,100.0,0.0,100.0,,continuous,/home/fyp1/Downloads/logs/fec_multi_l19-0%_l20-0%_l21-0%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-0%_l20-0%_l21-0%_bk-4_rep-3_receiver.log
55,fec,single,30mbit,3%,30mbit,3%,30mbit,3%,4,1,0,0,39.87,140143366,28.12,23.06,,,,,79.0,1.25,97.01,,"gap at offset 6000, next packet offset is 7200",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-1_receiver.log
56,fec,single,30mbit,3%,30mbit,3%,30mbit,3%,4,2,0,0,39.87,140150539,28.12,23.06,,,,,78.17,1.29,96.9,,"gap at offset 14400, next packet offset is 16800",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-2_receiver.log
57,fec,single,30mbit,3%,30mbit,3%,30mbit,3%,4,3,0,0,39.86,140080738,28.11,23.05,,,,,77.9,1.31,96.82,,"gap at offset 222000, next packet offset is 223200",/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-3%_l20-3%_l21-3%_bk-4_rep-3_receiver.log
58,fec,multi,10mbit,3%,10mbit,3%,10mbit,3%,4,1,0,0,39.97,140222149,28.06,23.0,,,,,78.25,1.26,96.95,,"gap at offset 43200, next packet offset is 44400",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-1_receiver.log
59,fec,multi,10mbit,3%,10mbit,3%,10mbit,3%,4,2,0,0,40.0,140240632,28.05,22.99,,,,,78.58,1.24,96.94,,"gap at offset 34800, next packet offset is 36000",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-2_receiver.log
60,fec,multi,10mbit,3%,10mbit,3%,10mbit,3%,4,3,0,0,40.01,140116587,28.01,22.97,,,,,78.16,1.3,96.88,,"gap at offset 38400, next packet offset is 39600",/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-3%_l20-3%_l21-3%_bk-4_rep-3_receiver.log
61,fec,single,30mbit,5%,30mbit,5%,30mbit,5%,4,1,0,0,39.08,134422088,27.51,23.04,,,,,66.24,3.29,92.28,,"gap at offset 28800, next packet offset is 30000",/home/fyp1/Downloads/logs/fec_single_l19-5%_l20-5%_l21-5%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-5%_l20-5%_l21-5%_bk-4_rep-1_receiver.log
62,fec,single,30mbit,5%,30mbit,5%,30mbit,5%,4,2,0,0,39.06,134349662,27.52,23.07,,,,,66.83,3.25,92.31,,"gap at offset 4800, next packet offset is 6000",/home/fyp1/Downloads/logs/fec_single_l19-5%_l20-5%_l21-5%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-5%_l20-5%_l21-5%_bk-4_rep-2_receiver.log
63,fec,single,30mbit,5%,30mbit,5%,30mbit,5%,4,3,0,0,39.0,134347160,27.56,23.09,,,,,66.25,3.28,92.09,,"gap at offset 1200, next packet offset is 2400",/home/fyp1/Downloads/logs/fec_single_l19-5%_l20-5%_l21-5%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_single_l19-5%_l20-5%_l21-5%_bk-4_rep-3_receiver.log
64,fec,multi,10mbit,5%,10mbit,5%,10mbit,5%,4,1,0,0,39.21,134396491,27.42,22.98,,,,,66.65,3.24,92.34,,"gap at offset 100800, next packet offset is 102000",/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-1_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-1_receiver.log
65,fec,multi,10mbit,5%,10mbit,5%,10mbit,5%,4,2,0,0,39.19,134519363,27.46,22.97,,,,,65.65,3.32,92.2,,"gap at offset 49200, next packet offset is 50400",/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-2_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-2_receiver.log
66,fec,multi,10mbit,5%,10mbit,5%,10mbit,5%,4,3,0,0,39.16,134403905,27.46,22.99,,,,,65.51,3.34,92.05,,"gap at offset 75600, next packet offset is 76800",/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-3_sender.log,/home/fyp1/Downloads/logs/fec_multi_l19-5%_l20-5%_l21-5%_bk-4_rep-3_receiver.log
